doc_id,chunk_id,source,question
vol2_edge_intelligence_edge_intelligence,vol2_edge_intelligence_edge_intelligence_0015,vol2/edge_intelligence/edge_intelligence.qmd,"What figure of merit should be used when ranking edge accelerator options for transformer decoding, according to the passage?"
vol2_edge_intelligence_edge_intelligence,vol2_edge_intelligence_edge_intelligence_0015,vol2/edge_intelligence/edge_intelligence.qmd,"Why does quantization shrink $D_{\text{vol}}$ rather than the arithmetic per token, as explained in the passage?"
vol2_ops_scale_ops_scale,vol2_ops_scale_ops_scale_0024,vol2/ops_scale/ops_scale.qmd,By what percentage can sequential testing reduce experiment duration compared to traditional A/B tests?
vol2_ops_scale_ops_scale,vol2_ops_scale_ops_scale_0024,vol2/ops_scale/ops_scale.qmd,"According to the SPRT rule in the passage, when is the null hypothesis $H_0$ accepted?"
vol1_hw_acceleration_hw_acceleration,vol1_hw_acceleration_hw_acceleration_0149,vol1/hw_acceleration/hw_acceleration.qmd,In which year was the model 'GPT-3' released according to the passage?
vol1_hw_acceleration_hw_acceleration,vol1_hw_acceleration_hw_acceleration_0149,vol1/hw_acceleration/hw_acceleration.qmd,Which model has the highest parameter count in the 'model_params' list?
vol1_model_serving_model_serving,vol1_model_serving_model_serving_0017,vol1/model_serving/model_serving.qmd,What is the first architectural decision in any serving system according to the passage?
vol1_model_serving_model_serving,vol1_model_serving_model_serving_0017,vol1/model_serving/model_serving.qmd,"According to the passage, what aspects does the choice of when predictions are computed shape?"
vol2_introduction_introduction,vol2_introduction_introduction_0002,vol2/introduction/introduction.qmd,What three concepts replace single-node Data-Algorithm-Machine constraints in production fleets?
vol2_introduction_introduction,vol2_introduction_introduction_0002,vol2/introduction/introduction.qmd,Which law is applied to estimate coordination tax and classify scaling regimes?
vol2_security_privacy_security_privacy,vol2_security_privacy_security_privacy_0050,vol2/security_privacy/security_privacy.qmd,"According to the passage, what effect does achieving a smaller epsilon have on the required noise sigma?"
vol2_security_privacy_security_privacy,vol2_security_privacy_security_privacy_0050,vol2/security_privacy/security_privacy.qmd,"How does the factor \(\sqrt{2\ln(1.25/\delta)}\) change as delta decreases, based on the passage?"
vol2_collective_communication_collective_communication,vol2_collective_communication_collective_communication_0069,vol2/collective_communication/collective_communication.qmd,"What symptom may appear when GPU ranks are assigned without considering physical topology, according to the passage?"
vol2_collective_communication_collective_communication,vol2_collective_communication_collective_communication_0069,vol2/collective_communication/collective_communication.qmd,"According to the passage, which pieces of information must a collective benchmark record to be considered reusable evidence?"
vol1_ml_ops_ml_ops,vol1_ml_ops_ml_ops_0211,vol1/ml_ops/ml_ops.qmd,What types of wearable devices are mentioned as sources of physiological data in the patient treatment loop?
vol1_ml_ops_ml_ops,vol1_ml_ops_ml_ops_0211,vol1/ml_ops/ml_ops.qmd,How are treatment suggestions categorized based on the level of change required?
vol2_network_fabrics_network_fabrics,vol2_network_fabrics_network_fabrics_0016,vol2/network_fabrics/network_fabrics.qmd,Who proposed the Bulk Synchronous Parallel (BSP) model and in what year?
vol2_network_fabrics_network_fabrics,vol2_network_fabrics_network_fabrics_0016,vol2/network_fabrics/network_fabrics.qmd,"According to the passage, what three steps characterize the barrier shape of synchronous data-parallel training?"
vol1_ml_ops_ml_ops,vol1_ml_ops_ml_ops_0123,vol1/ml_ops/ml_ops.qmd,What two layers of telemetry are needed to quantify the relationship between distribution divergence and accuracy decay?
vol1_ml_ops_ml_ops,vol1_ml_ops_ml_ops_0123,vol1/ml_ops/ml_ops.qmd,Why can gradual long-term degradation evade coarse detection thresholds according to the passage?
vol1_nn_computation_nn_computation,vol1_nn_computation_nn_computation_0040,vol1/nn_computation/nn_computation.qmd,What is the layer size configuration of the modest three‑layer neural network mentioned in the passage?
vol1_nn_computation_nn_computation,vol1_nn_computation_nn_computation_0040,vol1/nn_computation/nn_computation.qmd,"According to the passage, how does the computational cost of training per image compare to the cost of a forward pass?"
vol2_backmatter_appendix_fleet,vol2_backmatter_appendix_fleet_0042,vol2/backmatter/appendix_fleet.qmd,What is the equation that defines the ridge point in the Roofline model?
vol2_backmatter_appendix_fleet,vol2_backmatter_appendix_fleet_0042,vol2/backmatter/appendix_fleet.qmd,"According to the passage, how is a workload characterized when its intensity is below the ridge point?"
vol1_training_training,vol1_training_training_0153,vol1/training/training.qmd,What are the three optimization steps described in the GPT-2 walkthrough calculation?
vol1_training_training,vol1_training_training_0153,vol1/training/training.qmd,What is the stated goal of the GPT-2 walkthrough calculation?
vol2_compute_infrastructure_compute_infrastructure,vol2_compute_infrastructure_compute_infrastructure_0110,vol2/compute_infrastructure/compute_infrastructure.qmd,"What intermediate operations are eliminated by fusing matrix multiplies with activation functions, dropout, and layer normalization in a single CUDA kernel launch?"
vol2_compute_infrastructure_compute_infrastructure,vol2_compute_infrastructure_compute_infrastructure_0110,vol2/compute_infrastructure/compute_infrastructure.qmd,Which types of operations can CUDA kernels intermix with Tensor Core operations according to the passage?
vol2_inference_inference,vol2_inference_inference_0006,vol2/inference/inference.qmd,What are the primary cost drivers for training versus inference in machine learning systems?
vol2_inference_inference,vol2_inference_inference_0006,vol2/inference/inference.qmd,"According to the passage, what three linked decisions are required when building an inference service?"
vol2_data_storage_data_storage,vol2_data_storage_data_storage_0002,vol2/data_storage/data_storage.qmd,"Which storage tiers are compared by bandwidth, latency, capacity, and cost?"
vol2_data_storage_data_storage,vol2_data_storage_data_storage_0002,vol2/data_storage/data_storage.qmd,What strategies are suggested to prevent fleet-scale accelerator starvation?
vol1_frameworks_frameworks,vol1_frameworks_frameworks_0048,vol1/frameworks/frameworks.qmd,What is the term mentioned in the passage?
vol1_frameworks_frameworks,vol1_frameworks_frameworks_0048,vol1/frameworks/frameworks.qmd,Which optimization technique is referenced in the passage?
vol1_model_compression_model_compression,vol1_model_compression_model_compression_0033,vol1/model_compression/model_compression.qmd,What is the xshift value applied to the first gear?
vol1_model_compression_model_compression,vol1_model_compression_model_compression_0033,vol1/model_compression/model_compression.qmd,What fill color is specified for both gears?
vol1_ml_systems_ml_systems,vol1_ml_systems_ml_systems_0074,vol1/ml_systems/ml_systems.qmd,What is the most immediate benefit of avoiding cloud round trips according to the passage?
vol1_ml_systems_ml_systems,vol1_ml_systems_ml_systems_0074,vol1/ml_systems/ml_systems.qmd,How can a retail store with 50 cameras reduce transmission when processing is done locally?
vol1_benchmarking_benchmarking,vol1_benchmarking_benchmarking_0128,vol1/benchmarking/benchmarking.qmd,Which statistical measures are mentioned for quantifying inter-annotator agreement?
vol1_benchmarking_benchmarking,vol1_benchmarking_benchmarking_0128,vol1/benchmarking/benchmarking.qmd,What are the possible reasons given for agreement falling below conventional thresholds?
vol1_responsible_engr_responsible_engr,vol1_responsible_engr_responsible_engr_0044,vol1/responsible_engr/responsible_engr.qmd,"According to the passage, what are three actions systems that use differential privacy must perform?"
vol1_responsible_engr_responsible_engr,vol1_responsible_engr_responsible_engr_0044,vol1/responsible_engr/responsible_engr.qmd,"How did Spotify implement transparency at the user‑interface layer, as described in the passage?"
vol1_backmatter_appendix_dam,vol1_backmatter_appendix_dam_0014,vol1/backmatter/appendix_dam.qmd,Which technique overlaps the communication axis (M) with the aggregation axis (A) according to the table?
vol1_backmatter_appendix_dam,vol1_backmatter_appendix_dam_0014,vol1/backmatter/appendix_dam.qmd,What specific DataLoader settings are mentioned for implementing Prefetching?
vol2_responsible_ai_responsible_ai,vol2_responsible_ai_responsible_ai_0038,vol2/responsible_ai/responsible_ai.qmd,How many Americans were affected annually by the Optum algorithm?
vol2_responsible_ai_responsible_ai,vol2_responsible_ai_responsible_ai_0038,vol2/responsible_ai/responsible_ai.qmd,To what percentage would Black patient identification rise if the proxy were corrected?
vol2_ops_scale_ops_scale,vol2_ops_scale_ops_scale_0058,vol2/ops_scale/ops_scale.qmd,"What must the invariants of a deployment API survive across, according to the passage?"
vol2_ops_scale_ops_scale,vol2_ops_scale_ops_scale_0058,vol2/ops_scale/ops_scale.qmd,"What limitation of Prometheus's time-series model is mentioned, and what architectural solution does the passage suggest?"
vol1_ml_systems_ml_systems,vol1_ml_systems_ml_systems_0119,vol1/ml_systems/ml_systems.qmd,What monetary loss did Zillow incur due to the failure described in the passage?
vol1_ml_systems_ml_systems,vol1_ml_systems_ml_systems_0119,vol1/ml_systems/ml_systems.qmd,"According to the passage, what was the primary cause of the failure rather than model accuracy?"
vol2_responsible_ai_responsible_ai,vol2_responsible_ai_responsible_ai_0039,vol2/responsible_ai/responsible_ai.qmd,What policy is enforced to achieve equal approval rates across groups?
vol2_responsible_ai_responsible_ai,vol2_responsible_ai_responsible_ai_0039,vol2/responsible_ai/responsible_ai.qmd,Which group is described as having a default rate due to systemic factors?
vol1_ml_systems_ml_systems,vol1_ml_systems_ml_systems_0038,vol1/ml_systems/ml_systems.qmd,"In the code, which variable computes the product of the number of TPUv4_4096 chips and the TPUv4 compute peak flops?"
vol1_ml_systems_ml_systems,vol1_ml_systems_ml_systems_0038,vol1/ml_systems/ml_systems.qmd,"According to the comment, what is the dense fp4 performance (in TFLOPS) stored in the registry for NVIDIA's ""1 petaflop"" envelope?"
frontmatter_socratiq_socratiq,frontmatter_socratiq_socratiq_0003,frontmatter/socratiq/socratiq.qmd,How many days is the 'socratiq' cookie set to persist when the toggle button is clicked?
frontmatter_socratiq_socratiq,frontmatter_socratiq_socratiq_0003,frontmatter/socratiq/socratiq.qmd,What text is displayed on the toggle button when the SocratiQ state is active?
vol1_conclusion_conclusion,vol1_conclusion_conclusion_0024,vol1/conclusion/conclusion.qmd,What unit is d_vol converted to before extracting its magnitude in the code?
vol1_conclusion_conclusion,vol1_conclusion_conclusion_0024,vol1/conclusion/conclusion.qmd,Which variable stores the GPU memory bandwidth converted to gigabytes per second?
vol1_benchmarking_benchmarking,vol1_benchmarking_benchmarking_0086,vol1/benchmarking/benchmarking.qmd,What three constraints form the interdependent triangle for edge deployments?
vol1_benchmarking_benchmarking,vol1_benchmarking_benchmarking_0086,vol1/benchmarking/benchmarking.qmd,How does the impact of power differ between cloud and edge deployments according to the passage?
vol1_ml_systems_ml_systems,vol1_ml_systems_ml_systems_0109,vol1/ml_systems/ml_systems.qmd,What is the assumed amount of raw audio data per day?
vol1_ml_systems_ml_systems,vol1_ml_systems_ml_systems_0109,vol1/ml_systems/ml_systems.qmd,"According to the guard condition, what is the minimum expected bandwidth reduction factor?"
vol1_benchmarking_benchmarking,vol1_benchmarking_benchmarking_0156,vol1/benchmarking/benchmarking.qmd,What false confidence does benchmarking create according to the passage?
vol1_benchmarking_benchmarking,vol1_benchmarking_benchmarking_0156,vol1/benchmarking/benchmarking.qmd,What is the fallacy described regarding benchmark performance?
vol1_backmatter_appendix_machine,vol1_backmatter_appendix_machine_0029,vol1/backmatter/appendix_machine.qmd,What is the value assigned to the \H macro in the tikz picture?
vol1_backmatter_appendix_machine,vol1_backmatter_appendix_machine_0029,vol1/backmatter/appendix_machine.qmd,Which variable holds the formatted bandwidth string for the H100's NVLink interconnect?
vol1_parts_deploy_principles,vol1_parts_deploy_principles_0003,vol1/parts/deploy_principles.qmd,"According to the passage, why is drift monitoring alone insufficient to establish degradation?"
vol1_parts_deploy_principles,vol1_parts_deploy_principles_0003,vol1/parts/deploy_principles.qmd,What must observability combine with statistical drift signals beyond system metrics?
vol1_conclusion_conclusion,vol1_conclusion_conclusion_0023,vol1/conclusion/conclusion.qmd,What precision is specified when formatting the variable t_mem_ms_str?
vol1_conclusion_conclusion,vol1_conclusion_conclusion_0023,vol1/conclusion/conclusion.qmd,Which function call formats the GPU's peak FLOPs per second in the code snippet?
vol2_frontmatter_about,vol2_frontmatter_about_0022,vol2/frontmatter/about.qmd,Under which Creative Commons license is this work distributed?
vol2_frontmatter_about,vol2_frontmatter_about_0022,vol2/frontmatter/about.qmd,Where can the source of this work be accessed?
vol1_ml_workflow_ml_workflow,vol1_ml_workflow_ml_workflow_0044,vol1/ml_workflow/ml_workflow.qmd,What fill color is applied to the funnel shape in the TikZ code?
vol1_ml_workflow_ml_workflow,vol1_ml_workflow_ml_workflow_0044,vol1/ml_workflow/ml_workflow.qmd,How many nodes are defined with a red fill (myred) in the nodes picture?
vol1_model_serving_model_serving,vol1_model_serving_model_serving_0127,vol1/model_serving/model_serving.qmd,What is the goal of the KV-cache growth figure described in the passage?
vol1_model_serving_model_serving,vol1_model_serving_model_serving_0127,vol1/model_serving/model_serving.qmd,"According to the passage, how is the KV cache size in bytes calculated?"
vol2_fault_tolerance_fault_tolerance,vol2_fault_tolerance_fault_tolerance_0005,vol2/fault_tolerance/fault_tolerance.qmd,What is the approximate interval between failures for the cluster on average?
vol2_fault_tolerance_fault_tolerance,vol2_fault_tolerance_fault_tolerance_0005,vol2/fault_tolerance/fault_tolerance.qmd,What baseline does the cluster MTBF scaling isolate across cluster sizes?
vol1_ml_ops_ml_ops,vol1_ml_ops_ml_ops_0231,vol1/ml_ops/ml_ops.qmd,What three types of subtle inconsistencies are cited as causes of training-serving skew?
vol1_ml_ops_ml_ops,vol1_ml_ops_ml_ops_0231,vol1/ml_ops/ml_ops.qmd,"In the e‑commerce ranking model example, which feature and computation mismatch leads to material accuracy loss?"
vol1_frameworks_frameworks,vol1_frameworks_frameworks_0140,vol1/frameworks/frameworks.qmd,What five decisions must the framework resolve when a programmer writes `model(input)`?
vol1_frameworks_frameworks,vol1_frameworks_frameworks_0140,vol1/frameworks/frameworks.qmd,"According to the passage, what appears only as a preview of the same abstraction boundary?"
vol2_parts_responsible_fleet_principles,vol2_parts_responsible_fleet_principles_0005,vol2/parts/responsible_fleet_principles.qmd,"According to the passage, why is it insufficient to maximize accuracy on static test data?"
vol2_parts_responsible_fleet_principles,vol2_parts_responsible_fleet_principles_0005,vol2/parts/responsible_fleet_principles.qmd,What four technical dimensions are listed that together help turn a capable fleet into a trustworthy one?
vol2_performance_engineering_performance_engineering,vol2_performance_engineering_performance_engineering_0042,vol2/performance_engineering/performance_engineering.qmd,What is the approximate amount of materialized HBM state used by the naive attention rung?
vol2_performance_engineering_performance_engineering,vol2_performance_engineering_performance_engineering_0042,vol2/performance_engineering/performance_engineering.qmd,By roughly how many times does FlashAttention shrink attention memory compared to the naive attention rung?
vol2_distributed_training_distributed_training,vol2_distributed_training_distributed_training_0057,vol2/distributed_training/distributed_training.qmd,What are the two hardware configurations for which NVLink bandwidth strings are defined in the DistTrainSummaryRecap class?
vol2_distributed_training_distributed_training,vol2_distributed_training_distributed_training_0057,vol2/distributed_training/distributed_training.qmd,"According to the passage, what does the bottleneck shift to in the federated edge case?"
vol1_ml_workflow_ml_workflow,vol1_ml_workflow_ml_workflow_0085,vol1/ml_workflow/ml_workflow.qmd,What are the stages of the data pipeline described in the passage?
vol1_ml_workflow_ml_workflow,vol1_ml_workflow_ml_workflow_0085,vol1/ml_workflow/ml_workflow.qmd,"According to the passage, what do the feedback arrows in @fig-ml-lifecycle represent?"
vol2_distributed_training_distributed_training,vol2_distributed_training_distributed_training_0059,vol2/distributed_training/distributed_training.qmd,"Which parallelism strategies does Megatron-LM combine, and how are they applied across the hardware hierarchy?"
vol2_distributed_training_distributed_training,vol2_distributed_training_distributed_training_0059,vol2/distributed_training/distributed_training.qmd,"How does the passage describe the relationship between data, tensor, pipeline, and expert parallelism strategies?"
vol2_backmatter_glossary_glossary,vol2_backmatter_glossary_glossary_0008,vol2/backmatter/glossary/glossary.qmd,What does a brain-computer interface enable according to the passage?
vol2_backmatter_glossary_glossary,vol2_backmatter_glossary_glossary_0008,vol2/backmatter/glossary/glossary.qmd,"In the bulk synchronous parallel (BSP) execution model, what are the three steps workers perform?"
